Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Transmission_Type,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6,AS10,Automatic,REGULAR GASOLINE,14.7,11.2,13.1,307
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,15.2,10.9,13.2,311
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Automatic,ETHANOL,19.8,14.3,17.3,288
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS10,Automatic,REGULAR GASOLINE,12.0,9.0,10.6,249
FORD,F-150 (LT TIRE PKG),PICKUP TRUCK - STANDARD,2.7,6,AS10,Automatic,REGULAR GASOLINE,12.4,9.4,11.1,260
FORD,F-150 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,2.7,6,AS10,Automatic,REGULAR GASOLINE,12.4,9.4,11.1,260
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,Automatic,REGULAR GASOLINE,12.2,9.3,10.9,256
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,Automatic,ETHANOL,16.7,12.6,14.9,247
FORD,F-150 FFV (LT TIRE PKG),PICKUP TRUCK - STANDARD,3.3,6,AS6,Automatic,ETHANOL,16.7,12.6,14.9,247
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,Automatic,REGULAR GASOLINE,13.5,10.1,12.0,281
FORD,F-150 (LT TIRE PKG),PICKUP TRUCK - STANDARD,3.5,6,AS10,Automatic,REGULAR GASOLINE,13.8,10.7,12.4,291
FORD,F-150 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,3.5,6,AS10,Automatic,REGULAR GASOLINE,13.9,11.2,12.7,298
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,Automatic,REGULAR GASOLINE,13.9,10.2,12.2,287
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,Automatic,ETHANOL,20.3,14.0,17.4,290
FORD,F-150 FFV (LT TIRE PKG),PICKUP TRUCK - STANDARD,5.0,8,AS10,Automatic,REGULAR GASOLINE,14.7,11.2,13.1,308
FORD,F-150 FFV (LT TIRE PKG),PICKUP TRUCK - STANDARD,5.0,8,AS10,Automatic,ETHANOL,20.3,14.0,17.5,290
FORD,F-150 FFV (PAYLOAD PKG),PICKUP TRUCK - STANDARD,5.0,8,AS10,Automatic,REGULAR GASOLINE,15.6,11.8,13.9,326
FORD,F-150 FFV (PAYLOAD PKG),PICKUP TRUCK - STANDARD,5.0,8,AS10,Automatic,ETHANOL,20.4,14.0,17.5,291
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS10,Automatic,REGULAR GASOLINE,12.7,9.8,11.4,268
FORD,F-150 4X4 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,2.7,6,AS10,Automatic,REGULAR GASOLINE,13.1,10.2,11.8,277
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.0,6,AS10,Automatic,DIESEL,11.8,9.3,10.7,287
FORD,F-150 4X4 (LT TIRE PKG),PICKUP TRUCK - STANDARD,3.0,6,AS10,Automatic,DIESEL,11.8,9.3,10.7,287
FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3.0,6,AS10,Automatic,DIESEL,11.2,8.3,9.9,266
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,Automatic,REGULAR GASOLINE,12.8,10.2,11.6,273
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,Automatic,ETHANOL,17.5,13.8,15.8,263
FORD,F-150 FFV 4X4 (LT TIRE PKG),PICKUP TRUCK - STANDARD,3.3,6,AS6,Automatic,ETHANOL,17.5,13.7,15.8,263
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,Automatic,REGULAR GASOLINE,14.3,10.5,12.5,295
FORD,F-150 4X4 (LT TIRE PKG),PICKUP TRUCK - STANDARD,3.5,6,AS10,Automatic,REGULAR GASOLINE,14.7,10.7,12.9,303
FORD,F-150 4X4 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,3.5,6,AS10,Automatic,REGULAR GASOLINE,14.7,11.2,13.1,308
FORD,F-150 4X4 LIMITED,PICKUP TRUCK - STANDARD,3.5,6,AS10,Automatic,REGULAR GASOLINE,13.8,11.2,12.6,296
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,Automatic,REGULAR GASOLINE,15.1,11.0,13.3,312
FORD,F-150 FFV 4X4 (LT TIRE PKG),PICKUP TRUCK - STANDARD,5.0,8,AS10,Automatic,REGULAR GASOLINE,15.7,11.8,13.9,326
FORD,F-150 FFV 4X4 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,5.0,8,AS10,Automatic,REGULAR GASOLINE,16.8,12.4,14.8,347
FORD,F-150 FFV 4X4 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,5.0,8,AS10,Automatic,ETHANOL,21.3,17.2,19.5,323
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,Automatic,REGULAR GASOLINE,15.3,13.1,14.3,336
FORD,FIESTA,SUBCOMPACT,1.6,4,AM6,Automatic,REGULAR GASOLINE,8.6,6.4,7.6,178
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,Manual,REGULAR GASOLINE,8.8,6.8,7.9,184
FORD,FIESTA ST,SUBCOMPACT,1.6,4,M6,Manual,REGULAR GASOLINE,9.2,7.4,8.4,196
FORD,GT,TWO-SEATER,3.5,6,AM7,Automatic,PREMIUM GASOLINE,20.4,13.1,17.1,402
FORD,MUSTANG,SUBCOMPACT,2.3,4,AS10,Automatic,REGULAR GASOLINE,11.2,7.3,9.4,221
FORD,MUSTANG (PERFORMANCE PKG),SUBCOMPACT,2.3,4,AS10,Automatic,REGULAR GASOLINE,11.8,8.4,10.3,242
FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,Manual,REGULAR GASOLINE,11.2,7.9,9.7,227
FORD,MUSTANG (PERFORMANCE PKG),SUBCOMPACT,2.3,4,M6,Manual,REGULAR GASOLINE,11.8,8.7,10.4,244
FORD,MUSTANG,SUBCOMPACT,5.0,8,AS10,Automatic,REGULAR GASOLINE,15.0,9.1,12.3,289
FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,Manual,REGULAR GASOLINE,16.1,9.9,13.3,311
FORD,MUSTANG BULLITT,SUBCOMPACT,5.0,8,M6,Manual,REGULAR GASOLINE,16.1,9.9,13.3,311
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS10,Automatic,REGULAR GASOLINE,11.9,8.4,10.4,243
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,M6,Manual,REGULAR GASOLINE,11.8,8.4,10.3,241
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,AS10,Automatic,REGULAR GASOLINE,15.4,9.7,12.9,302
FORD,RANGER 4WD,PICKUP TRUCK - STANDARD,2.3,4,AS10,Automatic,REGULAR GASOLINE,11.8,9.8,10.9,256
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,Automatic,REGULAR GASOLINE,16.2,12.8,14.7,346
FORD,T-150 WAGON,VAN - PASSENGER,3.7,6,AS6,Automatic,REGULAR GASOLINE,16.9,13.1,15.2,355
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.5,9.0,11.5,270
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Automatic,ETHANOL,17.8,12.1,15.2,254
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Automatic,REGULAR GASOLINE,14.0,9.9,12.4,291
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Automatic,ETHANOL,18.5,13.0,16.0,267
FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,Automatic,REGULAR GASOLINE,9.8,8.8,9.3,219
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,Automatic,REGULAR GASOLINE,9.8,8.8,9.3,219
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,Automatic,ETHANOL,13.3,11.8,12.6,209
FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Automatic,REGULAR GASOLINE,12.0,8.8,10.6,247
FORD,TRANSIT CONNECT WAGON LWB,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,Automatic,REGULAR GASOLINE,9.9,8.2,9.2,214
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,Automatic,REGULAR GASOLINE,9.9,8.2,9.2,214
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,Automatic,ETHANOL,13.7,11.1,12.5,208
FORD,TRANSIT CONNECT WAGON LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Automatic,REGULAR GASOLINE,12.1,9.0,10.7,251
GENESIS,G70,COMPACT,2.0,4,M6,Manual,PREMIUM GASOLINE,12.8,8.5,10.9,255
GENESIS,G70 AWD,COMPACT,2.0,4,AS8,Automatic,PREMIUM GASOLINE,11.5,8.7,10.3,241
GENESIS,G70 AWD,COMPACT,3.3,6,AS8,Automatic,PREMIUM GASOLINE,13.3,9.5,11.6,274
GMC,ACADIA,SUV - STANDARD,2.5,4,A6,Automatic,REGULAR GASOLINE,11.1,9.2,10.2,237
GMC,ACADIA AWD,SUV - STANDARD,2.5,4,A6,Automatic,REGULAR GASOLINE,11.3,9.4,10.5,248
GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4,A6,Automatic,DIESEL,11.8,7.9,10.1,270
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,Automatic,REGULAR GASOLINE,12.7,9.8,11.4,267
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Automatic,DIESEL,12.2,8.4,10.5,283
GMC,SIERRA,PICKUP TRUCK - STANDARD,2.7,4,A8,Automatic,REGULAR GASOLINE,11.9,10.3,11.1,261
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,REGULAR GASOLINE,15.1,11.5,13.5,317
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.9,11.4,13.9,326
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.7,11.9,14.0,329
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,ETHANOL,21.1,15.0,18.4,306
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A8,Automatic,REGULAR GASOLINE,14.3,10.4,12.5,294
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,Automatic,REGULAR GASOLINE,12.6,10.9,11.8,277
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,REGULAR GASOLINE,15.8,11.9,14.0,329
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.9,11.7,14.0,330
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,16.0,12.5,14.4,339
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,ETHANOL,22.0,16.1,19.4,323
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,Automatic,REGULAR GASOLINE,15.3,11.2,13.5,316
GMC,SIERRA 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A8,Automatic,REGULAR GASOLINE,15.3,11.8,13.7,320
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Automatic,PREMIUM GASOLINE,15.5,11.9,13.9,326
GMC,SIERRA 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,A10,Automatic,PREMIUM GASOLINE,15.7,12.4,14.2,332
GMC,SIERRA LTD,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.6,10.9,13.5,317
GMC,SIERRA LTD 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.8,11.4,13.8,325
GMC,TERRAIN,SUV - SMALL,1.6,4,A6,Automatic,DIESEL,8.5,6.0,7.4,199
GMC,TERRAIN AWD,SUV - SMALL,1.6,4,A6,Automatic,DIESEL,8.5,6.1,7.4,199
GMC,YUKON,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.7,10.5,13.4,314
GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.7,10.5,13.4,314
GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,21.2,13.9,17.9,298
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.8,11.1,13.7,321
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.8,11.1,13.7,321
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,21.7,14.3,18.4,305
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.7,10.5,13.4,314
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.7,10.5,13.4,314
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,21.2,13.9,17.9,298
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,16.8,11.3,14.3,336
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,16.8,11.3,14.3,336
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,22.2,15.2,19.0,317
HONDA,ACCORD HYBRID,FULL-SIZE,2.0,4,AV,Automatic,REGULAR GASOLINE,5.0,5.0,5.0,117
HONDA,CIVIC COUPE,COMPACT,1.5,4,AV7,Automatic,REGULAR GASOLINE,7.8,6.4,7.2,167
HONDA,CIVIC COUPE,COMPACT,2.0,4,AV,Automatic,REGULAR GASOLINE,7.8,6.1,7.1,164
HONDA,CIVIC COUPE,COMPACT,2.0,4,AV7,Automatic,REGULAR GASOLINE,8.3,6.6,7.5,176
HONDA,CIVIC COUPE,COMPACT,2.0,4,M6,Manual,REGULAR GASOLINE,9.3,6.7,8.1,189
HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV7,Automatic,REGULAR GASOLINE,7.8,6.2,7.1,165
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,AV,Automatic,REGULAR GASOLINE,7.9,6.1,7.1,167
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,M6,Manual,REGULAR GASOLINE,9.3,6.5,8.0,186
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,Automatic,REGULAR GASOLINE,8.4,7.0,7.8,181
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,Automatic,REGULAR GASOLINE,8.8,7.5,8.2,193
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,Automatic,REGULAR GASOLINE,9.1,7.7,8.5,199
HONDA,INSIGHT EX,MID-SIZE,1.5,4,AV,Automatic,REGULAR GASOLINE,4.6,5.3,4.9,114
HONDA,INSIGHT TOURING,MID-SIZE,1.5,4,AV,Automatic,REGULAR GASOLINE,4.6,5.3,4.9,114
HONDA,PASSPORT AWD,SUV - SMALL,3.5,6,A9,Automatic,REGULAR GASOLINE,12.5,9.8,11.3,265
HONDA,PILOT,SUV - SMALL,3.5,6,A6,Automatic,REGULAR GASOLINE,12.4,8.7,10.7,250
HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,Automatic,REGULAR GASOLINE,12.8,9.5,11.3,263
HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,Automatic,REGULAR GASOLINE,8.2,6.2,7.3,172
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,Manual,REGULAR GASOLINE,9.2,6.5,8.0,188
HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4,AM7,Automatic,REGULAR GASOLINE,9.7,7.4,8.6,205
HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4,M6,Manual,REGULAR GASOLINE,10.3,7.9,9.2,218
HYUNDAI,ELANTRA GT,FULL-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,9.4,7.1,8.4,200
HYUNDAI,ELANTRA GT,FULL-SIZE,2.0,4,M6,Manual,REGULAR GASOLINE,9.8,7.4,8.7,207
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,Automatic,REGULAR GASOLINE,4.3,4.4,4.3,104
HYUNDAI,SANTA FE,SUV - SMALL,2.4,4,AS8,Automatic,REGULAR GASOLINE,10.8,8.0,9.6,225
HYUNDAI,SANTA FE AWD,SUV - SMALL,2.0,4,AS8,Automatic,REGULAR GASOLINE,12.3,9.8,11.2,262
HYUNDAI,SANTA FE AWD,SUV - SMALL,2.4,4,AS8,Automatic,REGULAR GASOLINE,11.2,8.7,10.1,237
HYUNDAI,SANTA FE XL,SUV - SMALL,3.3,6,AS6,Automatic,REGULAR GASOLINE,13.2,9.4,11.5,268
HYUNDAI,SANTA FE XL AWD,SUV - SMALL,3.3,6,AS6,Automatic,REGULAR GASOLINE,13.4,9.7,11.7,276
HYUNDAI,SANTA FE XL ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,Automatic,REGULAR GASOLINE,14.1,10.8,12.6,297
HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,Automatic,REGULAR GASOLINE,9.3,7.1,8.3,198
HYUNDAI,SONATA SE,FULL-SIZE,2.4,4,AS6,Automatic,REGULAR GASOLINE,9.2,6.8,8.1,190
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.0,7.9,9.1,216
HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.8,9.2,10.1,239
HYUNDAI,TUCSON AWD,SUV - SMALL,2.4,4,AS6,Automatic,REGULAR GASOLINE,11.0,9.1,10.1,240
HYUNDAI,VELOSTER,COMPACT,2.0,4,AS6,Automatic,REGULAR GASOLINE,9.1,7.1,8.2,193
HYUNDAI,VELOSTER,COMPACT,2.0,4,M6,Manual,REGULAR GASOLINE,9.4,7.1,8.4,198
HYUNDAI,VELOSTER N,COMPACT,2.0,4,M6,Manual,REGULAR GASOLINE,10.6,8.3,9.5,226
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AM7,Automatic,REGULAR GASOLINE,8.5,6.9,7.8,184
INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Automatic,PREMIUM GASOLINE,10.7,8.6,9.7,229
INFINITI,Q50 AWD RED SPORT,MID-SIZE,3.0,6,AS7,Automatic,PREMIUM GASOLINE,12.5,9.3,11.1,261
INFINITI,Q60 AWD,SUBCOMPACT,3.0,6,AS7,Automatic,PREMIUM GASOLINE,12.3,8.7,10.7,251
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Automatic,PREMIUM GASOLINE,13.2,9.8,11.7,275
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Automatic,PREMIUM GASOLINE,14.9,10.2,12.8,301
INFINITI,QX50 AWD,SUV - SMALL,2.0,4,AV8,Automatic,PREMIUM GASOLINE,10.0,7.8,9.0,211
JAGUAR,E-PACE P250,SUV - SMALL,2.0,4,AS9,Automatic,PREMIUM GASOLINE,11.0,8.4,9.8,231
JEEP,CHEROKEE,SUV - SMALL,2.0,4,A9,Automatic,REGULAR GASOLINE,10.4,7.6,9.1,214
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,Automatic,REGULAR GASOLINE,10.8,7.6,9.3,219
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,Automatic,REGULAR GASOLINE,11.9,8.2,10.2,240
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.0,4,A9,Automatic,REGULAR GASOLINE,11.2,8.0,9.8,229
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4,A9,Automatic,REGULAR GASOLINE,11.2,8.0,9.8,230
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6,A9,Automatic,REGULAR GASOLINE,12.2,8.6,10.6,249
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.0,4,A9,Automatic,REGULAR GASOLINE,11.5,8.6,10.2,240
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.0,4,A9,Automatic,REGULAR GASOLINE,11.8,9.2,10.6,249
JEEP,GRAND CHEROKEE 4X4 ECODIESEL,SUV - STANDARD,3.0,6,A8,Automatic,DIESEL,11.2,8.5,10.0,268
JEEP,RENEGADE,SUV - SMALL,1.3,4,A9,Automatic,REGULAR GASOLINE,9.8,7.4,8.7,204
JEEP,RENEGADE 4X4,SUV - SMALL,1.3,4,A9,Automatic,REGULAR GASOLINE,10.1,8.1,9.2,216
JEEP,RENEGADE 4X4 TRAILHAWK,SUV - SMALL,1.3,4,A9,Automatic,REGULAR GASOLINE,10.8,8.7,9.9,230
JEEP,WRANGLER JL 4X4,SUV - SMALL,2.0,4,A8,Automatic,REGULAR GASOLINE,10.5,9.4,10.0,233
JEEP,WRANGLER JL 4X4,SUV - SMALL,3.6,6,A8,Automatic,REGULAR GASOLINE,12.8,10.4,11.8,274
JEEP,WRANGLER JL 4X4,SUV - SMALL,3.6,6,M6,Manual,REGULAR GASOLINE,13.7,9.6,11.8,277
JEEP,WRANGLER JL UNLIMITED 4X4,SUV - SMALL,2.0,4,A8,Automatic,REGULAR GASOLINE,10.9,10.0,10.5,245
JEEP,WRANGLER JL UNLIMITED 4X4,SUV - SMALL,3.6,6,A8,Automatic,REGULAR GASOLINE,12.9,10.2,11.7,275
JEEP,WRANGLER JL UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,Manual,REGULAR GASOLINE,13.8,10.1,12.2,285
KIA,CADENZA,FULL-SIZE,3.3,6,AS8,Automatic,REGULAR GASOLINE,11.6,8.5,10.2,238
KIA,FORTE,MID-SIZE,2.0,4,AV,Automatic,REGULAR GASOLINE,7.7,5.9,6.9,164
KIA,FORTE,MID-SIZE,2.0,4,M6,Manual,REGULAR GASOLINE,8.6,6.4,7.6,180
KIA,OPTIMA,FULL-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,11.2,7.9,9.7,230
KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,Automatic,REGULAR GASOLINE,9.5,7.1,8.4,199
KIA,OPTIMA HYBRID,MID-SIZE,2.0,4,AM6,Automatic,REGULAR GASOLINE,6.1,5.2,5.7,133
KIA,SEDONA,MINIVAN,3.3,6,AS8,Automatic,REGULAR GASOLINE,12.7,10.0,11.5,272
KIA,SORENTO,SUV - SMALL,2.4,4,AS6,Automatic,REGULAR GASOLINE,10.7,8.2,9.6,225
KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS6,Automatic,REGULAR GASOLINE,11.2,9.0,10.2,242
KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS8,Automatic,REGULAR GASOLINE,12.5,9.7,11.2,265
KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,Automatic,REGULAR GASOLINE,9.0,7.6,8.4,198
KIA,STINGER AWD,MID-SIZE,2.0,4,AS8,Automatic,PREMIUM GASOLINE,11.1,8.1,9.7,229
KIA,STINGER AWD,MID-SIZE,3.3,6,AS8,Automatic,PREMIUM GASOLINE,13.6,9.6,11.8,279
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Automatic,PREMIUM GASOLINE,26.3,15.6,21.5,487
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Automatic,PREMIUM GASOLINE,26.6,15.8,21.7,493
LAMBORGHINI,HURACAN COUPE,TWO-SEATER,5.2,10,AM7,Automatic,PREMIUM GASOLINE,18.1,13.2,15.9,366
LAMBORGHINI,HURACAN COUPE AWD,TWO-SEATER,5.2,10,AM7,Automatic,PREMIUM GASOLINE,17.9,13.0,15.7,370
LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Automatic,PREMIUM GASOLINE,18.1,13.2,15.9,366
LAMBORGHINI,HURACAN SPYDER AWD,TWO-SEATER,5.2,10,AM7,Automatic,PREMIUM GASOLINE,17.9,13.0,15.7,370
LAMBORGHINI,HURACAN PERFORMANTE COUPE,TWO-SEATER,5.2,10,AM7,Automatic,PREMIUM GASOLINE,17.9,13.0,15.7,370
LAMBORGHINI,HURACAN PERFORMANTE SPYDER,TWO-SEATER,5.2,10,AM7,Automatic,PREMIUM GASOLINE,17.9,13.0,15.7,370
LAMBORGHINI,URUS,SUV - STANDARD,4.0,8,AS8,Automatic,PREMIUM GASOLINE,19.2,14.1,16.9,384
LAND ROVER,DISCOVERY,SUV - STANDARD,3.0,6,AS8,Automatic,PREMIUM GASOLINE,14.8,11.4,13.3,311
LAND ROVER,DISCOVERY TD6 DIESEL,SUV - STANDARD,3.0,6,AS8,Automatic,DIESEL,11.3,9.2,10.4,279
LAND ROVER,RANGE ROVER 3.0,SUV - STANDARD,3.0,6,AS8,Automatic,PREMIUM GASOLINE,14.1,10.3,12.4,291
LAND ROVER,RANGE ROVER TD6 DIESEL,SUV - STANDARD,3.0,6,AS8,Automatic,DIESEL,10.7,8.3,9.6,256
LAND ROVER,RANGE ROVER 5.0 SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,Automatic,PREMIUM GASOLINE,14.4,11.3,13.0,305
LAND ROVER,RANGE ROVER SVAUTOBIOGRAPHY LWB,SUV - STANDARD,5.0,8,AS8,Automatic,PREMIUM GASOLINE,17.9,12.7,15.5,365
LAND ROVER,RANGE ROVER SPORT 3.0,SUV - STANDARD,3.0,6,AS8,Automatic,PREMIUM GASOLINE,14.1,10.3,12.4,291
LAND ROVER,RANGE ROVER SPORT TD6 DIESEL,SUV - STANDARD,3.0,6,AS8,Automatic,DIESEL,10.7,8.3,9.6,256
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,Automatic,PREMIUM GASOLINE,14.1,10.7,12.6,294
LAND ROVER,RANGE ROVER VELAR D180,SUV - SMALL,2.0,4,AS8,Automatic,DIESEL,9.2,7.8,8.5,229
LAND ROVER,RANGE ROVER VELAR P300,SUV - SMALL,2.0,4,AS8,Automatic,PREMIUM GASOLINE,11.7,9.2,10.6,248
LAND ROVER,RANGE ROVER VELAR P380,SUV - SMALL,3.0,6,AS8,Automatic,PREMIUM GASOLINE,13.0,10.0,11.6,273
LEXUS,ES 300H,MID-SIZE,2.5,4,AV6,Automatic,REGULAR GASOLINE,5.5,5.2,5.3,124
LEXUS,ES 350,MID-SIZE,3.5,6,AS8,Automatic,REGULAR GASOLINE,10.6,7.2,9.1,211
LEXUS,ES 350 F SPORT,MID-SIZE,3.5,6,AS8,Automatic,REGULAR GASOLINE,10.9,7.5,9.4,219
